date,CLI_MA,CLI_N,CLI_T,GDP_RTT,GDP_N,GDP_T,y_nber,y_oecd,y_agg
1998-01-01,100.9,100.8,68.5,99.9,100.0,67.9,0.0,0.0,0.0
1998-02-01,100.8,100.7,68.7,99.9,100.0,68.1,0.0,0.0,0.0
1998-03-01,100.7,100.6,68.8,99.9,100.0,68.3,0.0,0.0,0.0
1998-04-01,100.6,100.5,69.0,99.9,100.0,68.6,0.0,0.0,0.0
1998-05-01,100.4,100.3,69.1,100.0,100.0,68.8,0.0,0.0,0.0
1998-06-01,100.2,100.2,69.2,100.0,100.1,69.0,0.0,0.0,0.0
1998-07-01,100.0,100.0,69.2,100.1,100.1,69.2,0.0,0.0,0.0
1998-08-01,99.8,99.9,69.4,100.2,100.2,69.5,0.0,0.0,0.0
1998-09-01,99.7,99.8,69.5,100.4,100.4,69.7,0.0,0.0,0.0
1998-10-01,99.7,99.8,69.7,100.5,100.5,69.9,0.0,0.0,0.0
1998-11-01,99.8,99.9,70.0,100.6,100.6,70.1,0.0,0.0,0.0
1998-12-01,100.0,100.0,70.4,100.7,100.6,70.4,0.0,0.0,0.0
1999-01-01,100.2,100.2,70.7,100.7,100.7,70.6,0.0,0.0,0.0
1999-02-01,100.4,100.4,71.1,100.8,100.7,70.8,0.0,0.0,0.0
1999-03-01,100.6,100.6,71.5,100.8,100.7,71.0,0.0,0.0,0.0
1999-04-01,100.8,100.7,71.8,100.8,100.7,71.2,0.0,0.0,0.0
1999-05-01,100.9,100.8,72.1,100.9,100.8,71.5,0.0,0.0,0.0
1999-06-01,101.0,100.9,72.4,100.9,100.8,71.7,0.0,0.0,0.0
1999-07-01,101.1,101.0,72.7,101.1,100.9,71.9,0.0,0.0,0.0
1999-08-01,101.2,101.0,73.0,101.2,101.1,72.1,0.0,0.0,0.0
1999-09-01,101.2,101.1,73.2,101.3,101.2,72.3,0.0,0.0,0.0
1999-10-01,101.3,101.1,73.5,101.5,101.3,72.5,0.0,0.0,0.0
1999-11-01,101.3,101.2,73.7,101.6,101.4,72.7,0.0,0.0,0.0
1999-12-01,101.4,101.2,73.9,101.7,101.5,72.9,0.0,0.0,0.0
2000-01-01,101.4,101.2,74.1,101.7,101.5,73.1,0.0,0.0,0.0
2000-02-01,101.3,101.2,74.3,101.8,101.6,73.3,0.0,0.0,0.0
2000-03-01,101.2,101.1,74.4,101.9,101.6,73.6,0.0,0.0,0.0
2000-04-01,101.1,101.0,74.6,102.0,101.7,73.8,0.0,0.0,0.0
2000-05-01,100.9,100.8,74.7,102.0,101.8,73.9,0.0,0.0,0.0
2000-06-01,100.8,100.7,74.7,102.0,101.8,74.1,0.0,1.0,1.0
2000-07-01,100.6,100.5,74.8,102.0,101.7,74.3,0.0,1.0,1.0
2000-08-01,100.4,100.3,74.8,101.9,101.6,74.5,0.0,1.0,1.0
2000-09-01,100.1,100.1,74.8,101.7,101.5,74.7,0.0,1.0,1.0
2000-10-01,99.8,99.8,74.8,101.6,101.4,74.9,0.0,1.0,1.0
2000-11-01,99.5,99.5,74.7,101.4,101.2,75.1,0.0,1.0,1.0
2000-12-01,99.1,99.2,74.6,101.2,101.0,75.3,0.0,1.0,1.0
2001-01-01,98.8,98.9,74.5,100.9,100.8,75.5,0.0,1.0,1.0
2001-02-01,98.5,98.7,74.5,100.7,100.6,75.7,0.0,1.0,1.0
2001-03-01,98.3,98.5,74.6,100.5,100.5,75.8,0.0,1.0,1.0
2001-04-01,98.2,98.4,74.7,100.3,100.3,76.0,1.0,1.0,2.0
2001-05-01,98.2,98.4,74.8,100.1,100.1,76.2,1.0,1.0,2.0
2001-06-01,98.2,98.4,75.0,99.9,99.9,76.4,1.0,1.0,2.0
2001-07-01,98.1,98.3,75.1,99.6,99.7,76.6,1.0,1.0,2.0
2001-08-01,98.1,98.3,75.3,99.4,99.5,76.7,1.0,1.0,2.0
2001-09-01,98.0,98.2,75.4,99.2,99.4,76.9,1.0,1.0,2.0
2001-10-01,98.1,98.3,75.6,99.1,99.3,77.1,1.0,1.0,2.0
2001-11-01,98.3,98.4,75.9,99.0,99.2,77.3,1.0,1.0,2.0
2001-12-01,98.5,98.7,76.3,98.9,99.1,77.5,0.0,1.0,1.0
2002-01-01,98.8,99.0,76.7,98.9,99.1,77.6,0.0,1.0,1.0
2002-02-01,99.1,99.2,77.1,98.9,99.1,77.8,0.0,1.0,1.0
2002-03-01,99.4,99.4,77.5,98.9,99.1,78.0,0.0,1.0,1.0
2002-04-01,99.4,99.5,77.7,98.9,99.1,78.2,0.0,1.0,1.0
2002-05-01,99.4,99.5,77.9,98.8,99.1,78.3,0.0,1.0,1.0
2002-06-01,99.2,99.3,77.9,98.8,99.0,78.5,0.0,1.0,1.0
2002-07-01,98.9,99.0,77.8,98.7,98.9,78.7,0.0,1.0,1.0
2002-08-01,98.6,98.8,77.8,98.6,98.8,78.9,0.0,1.0,1.0
2002-09-01,98.3,98.5,77.7,98.4,98.7,79.1,0.0,1.0,1.0
2002-10-01,98.1,98.3,77.7,98.3,98.6,79.2,0.0,1.0,1.0
2002-11-01,97.9,98.2,77.8,98.2,98.5,79.4,0.0,1.0,1.0
2002-12-01,97.8,98.1,77.9,98.1,98.4,79.6,0.0,1.0,1.0
2003-01-01,97.8,98.0,78.0,98.0,98.3,79.8,0.0,1.0,1.0
2003-02-01,97.7,98.0,78.2,98.0,98.3,80.0,0.0,1.0,1.0
2003-03-01,97.8,98.0,78.4,98.0,98.4,80.2,0.0,0.0,0.0
2003-04-01,97.9,98.1,78.7,98.1,98.5,80.3,0.0,0.0,0.0
2003-05-01,98.1,98.3,79.0,98.3,98.6,80.5,0.0,0.0,0.0
2003-06-01,98.4,98.6,79.4,98.5,98.8,80.7,0.0,0.0,0.0
2003-07-01,98.8,98.9,79.9,98.7,99.0,80.9,0.0,0.0,0.0
2003-08-01,99.1,99.2,80.4,98.9,99.1,81.1,0.0,0.0,0.0
2003-09-01,99.6,99.6,80.9,99.1,99.3,81.3,0.0,0.0,0.0
2003-10-01,100.0,100.0,81.4,99.3,99.4,81.5,0.0,0.0,0.0
2003-11-01,100.4,100.3,81.9,99.4,99.5,81.6,0.0,0.0,0.0
2003-12-01,100.7,100.6,82.4,99.4,99.6,81.8,0.0,0.0,0.0
2004-01-01,100.9,100.8,82.8,99.5,99.6,82.0,0.0,0.0,0.0
2004-02-01,101.1,100.9,83.1,99.5,99.6,82.2,0.0,0.0,0.0
2004-03-01,101.1,101.0,83.3,99.5,99.6,82.4,0.0,0.0,0.0
2004-04-01,101.1,101.0,83.5,99.5,99.6,82.6,0.0,0.0,0.0
2004-05-01,101.1,101.0,83.7,99.6,99.7,82.8,0.0,0.0,0.0
2004-06-01,101.0,100.9,83.8,99.6,99.7,82.9,0.0,0.0,0.0
2004-07-01,100.9,100.8,83.9,99.7,99.8,83.1,0.0,0.0,0.0
2004-08-01,100.8,100.7,84.0,99.8,99.9,83.3,0.0,0.0,0.0
2004-09-01,100.7,100.6,84.1,99.9,100.0,83.5,0.0,0.0,0.0
2004-10-01,100.6,100.5,84.2,100.1,100.1,83.7,0.0,0.0,0.0
2004-11-01,100.6,100.5,84.3,100.2,100.2,83.9,0.0,0.0,0.0
2004-12-01,100.6,100.5,84.5,100.3,100.3,84.0,0.0,0.0,0.0
2005-01-01,100.5,100.5,84.7,100.4,100.4,84.2,0.0,0.0,0.0
2005-02-01,100.5,100.4,84.8,100.5,100.4,84.4,0.0,0.0,0.0
2005-03-01,100.4,100.3,84.9,100.5,100.5,84.6,0.0,0.0,0.0
2005-04-01,100.3,100.3,85.0,100.6,100.5,84.7,0.0,0.0,0.0
2005-05-01,100.3,100.3,85.2,100.6,100.5,84.9,0.0,0.0,0.0
2005-06-01,100.3,100.3,85.4,100.6,100.6,85.1,0.0,0.0,0.0
2005-07-01,100.4,100.3,85.6,100.6,100.6,85.2,0.0,0.0,0.0
2005-08-01,100.5,100.4,85.8,100.7,100.6,85.4,0.0,0.0,0.0
2005-09-01,100.6,100.5,86.0,100.8,100.7,85.6,0.0,0.0,0.0
2005-10-01,100.7,100.6,86.3,100.8,100.7,85.7,0.0,0.0,0.0
2005-11-01,100.9,100.8,86.6,100.9,100.8,85.9,0.0,0.0,0.0
2005-12-01,101.1,101.0,87.0,101.1,100.9,86.0,0.0,0.0,0.0
2006-01-01,101.2,101.1,87.2,101.2,101.0,86.2,0.0,0.0,0.0
2006-02-01,101.3,101.2,87.4,101.3,101.1,86.3,0.0,0.0,0.0
2006-03-01,101.3,101.2,87.6,101.3,101.2,86.5,0.0,0.0,0.0
2006-04-01,101.3,101.2,87.7,101.3,101.2,86.6,0.0,0.0,0.0
2006-05-01,101.2,101.1,87.8,101.3,101.1,86.7,0.0,0.0,0.0
2006-06-01,101.2,101.1,87.9,101.3,101.1,86.9,0.0,0.0,0.0
2006-07-01,101.2,101.0,88.0,101.2,101.1,87.0,0.0,0.0,0.0
2006-08-01,101.2,101.0,88.1,101.2,101.1,87.1,0.0,0.0,0.0
2006-09-01,101.2,101.1,88.3,101.2,101.1,87.2,0.0,0.0,0.0
2006-10-01,101.3,101.2,88.5,101.3,101.1,87.4,0.0,0.0,0.0
2006-11-01,101.5,101.3,88.7,101.3,101.2,87.5,0.0,0.0,0.0
2006-12-01,101.6,101.4,89.0,101.4,101.2,87.6,0.0,0.0,0.0
2007-01-01,101.7,101.5,89.2,101.4,101.2,87.7,0.0,0.0,0.0
2007-02-01,101.8,101.6,89.4,101.5,101.3,87.8,0.0,0.0,0.0
2007-03-01,101.9,101.7,89.6,101.5,101.3,87.9,0.0,0.0,0.0
2007-04-01,102.1,101.8,89.8,101.6,101.4,88.0,0.0,0.0,0.0
2007-05-01,102.1,101.9,90.0,101.7,101.5,88.1,0.0,0.0,0.0
2007-06-01,102.2,101.9,90.1,101.8,101.6,88.2,0.0,0.0,0.0
2007-07-01,102.2,101.9,90.2,101.9,101.7,88.3,0.0,0.0,0.0
2007-08-01,102.1,101.9,90.2,102.0,101.7,88.3,0.0,0.0,0.0
2007-09-01,102.0,101.8,90.2,102.1,101.8,88.4,0.0,0.0,0.0
2007-10-01,101.9,101.7,90.2,102.1,101.8,88.5,0.0,0.0,0.0
2007-11-01,101.7,101.5,90.1,102.1,101.9,88.6,0.0,0.0,0.0
2007-12-01,101.6,101.4,90.1,102.1,101.8,88.7,0.0,1.0,1.0
2008-01-01,101.5,101.3,90.0,102.1,101.8,88.7,1.0,1.0,2.0
2008-02-01,101.3,101.2,90.0,102.0,101.8,88.8,1.0,1.0,2.0
2008-03-01,101.2,101.0,89.9,102.0,101.7,88.9,1.0,1.0,2.0
2008-04-01,100.9,100.8,89.8,101.9,101.7,88.9,1.0,1.0,2.0
2008-05-01,100.7,100.6,89.6,101.8,101.6,89.0,1.0,1.0,2.0
2008-06-01,100.3,100.2,89.3,101.6,101.4,89.0,1.0,1.0,2.0
2008-07-01,99.7,99.8,88.9,101.3,101.1,89.1,1.0,1.0,2.0
2008-08-01,99.0,99.1,88.3,100.9,100.8,89.2,1.0,1.0,2.0
2008-09-01,98.2,98.4,87.6,100.4,100.3,89.2,1.0,1.0,2.0
2008-10-01,97.2,97.6,86.8,99.8,99.8,89.3,1.0,1.0,2.0
2008-11-01,96.4,96.8,86.1,99.2,99.3,89.3,1.0,1.0,2.0
2008-12-01,95.6,96.1,85.5,98.6,98.9,89.4,1.0,1.0,2.0
2009-01-01,95.1,95.6,85.0,98.2,98.5,89.4,1.0,1.0,2.0
2009-02-01,94.8,95.4,84.8,97.8,98.2,89.5,1.0,1.0,2.0
2009-03-01,94.7,95.3,84.8,97.5,97.9,89.6,1.0,1.0,2.0
2009-04-01,94.9,95.5,85.1,97.4,97.8,89.6,1.0,1.0,2.0
2009-05-01,95.3,95.9,85.5,97.3,97.7,89.7,1.0,1.0,2.0
2009-06-01,95.8,96.3,86.0,97.3,97.7,89.7,1.0,0.0,1.0
2009-07-01,96.4,96.8,86.6,97.3,97.8,89.8,0.0,0.0,0.0
2009-08-01,97.0,97.3,87.1,97.5,97.9,89.9,0.0,0.0,0.0
2009-09-01,97.5,97.8,87.7,97.6,98.0,89.9,0.0,0.0,0.0
2009-10-01,98.0,98.2,88.2,97.8,98.2,90.0,0.0,0.0,0.0
2009-11-01,98.4,98.6,88.6,98.0,98.4,90.1,0.0,0.0,0.0
2009-12-01,98.8,99.0,89.1,98.2,98.5,90.1,0.0,0.0,0.0
2010-01-01,99.2,99.3,89.5,98.4,98.7,90.2,0.0,0.0,0.0
2010-02-01,99.5,99.5,89.8,98.6,98.8,90.3,0.0,0.0,0.0
2010-03-01,99.6,99.7,90.0,98.8,99.0,90.4,0.0,0.0,0.0
2010-04-01,99.7,99.7,90.2,98.9,99.1,90.4,0.0,0.0,0.0
2010-05-01,99.7,99.7,90.2,99.1,99.3,90.5,0.0,0.0,0.0
2010-06-01,99.6,99.6,90.2,99.3,99.4,90.6,0.0,0.0,0.0
2010-07-01,99.5,99.6,90.3,99.4,99.6,90.7,0.0,0.0,0.0
2010-08-01,99.5,99.6,90.3,99.6,99.7,90.8,0.0,0.0,0.0
2010-09-01,99.6,99.6,90.5,99.6,99.7,90.9,0.0,0.0,0.0
2010-10-01,99.7,99.7,90.7,99.7,99.8,91.0,0.0,0.0,0.0
2010-11-01,99.9,99.9,91.0,99.7,99.7,91.1,0.0,0.0,0.0
2010-12-01,100.1,100.1,91.2,99.6,99.7,91.2,0.0,0.0,0.0
2011-01-01,100.3,100.2,91.5,99.5,99.7,91.3,0.0,0.0,0.0
2011-02-01,100.4,100.3,91.7,99.5,99.6,91.4,0.0,0.0,0.0
2011-03-01,100.4,100.3,91.8,99.4,99.6,91.5,0.0,0.0,0.0
2011-04-01,100.2,100.2,91.8,99.4,99.5,91.6,0.0,0.0,0.0
2011-05-01,100.0,100.0,91.7,99.4,99.5,91.7,0.0,0.0,0.0
2011-06-01,99.8,99.8,91.6,99.4,99.5,91.8,0.0,0.0,0.0
2011-07-01,99.5,99.5,91.4,99.4,99.5,91.9,0.0,0.0,0.0
2011-08-01,99.2,99.3,91.3,99.4,99.6,92.0,0.0,0.0,0.0
2011-09-01,99.1,99.2,91.3,99.5,99.6,92.2,0.0,0.0,0.0
2011-10-01,99.1,99.2,91.5,99.7,99.8,92.3,0.0,0.0,0.0
2011-11-01,99.3,99.4,91.7,99.8,99.9,92.4,0.0,0.0,0.0
2011-12-01,99.5,99.5,92.1,100.0,100.0,92.5,0.0,0.0,0.0
2012-01-01,99.7,99.7,92.4,100.1,100.1,92.7,0.0,0.0,0.0
2012-02-01,99.9,99.9,92.7,100.2,100.2,92.8,0.0,0.0,0.0
2012-03-01,99.9,99.9,92.9,100.2,100.2,92.9,0.0,0.0,0.0
2012-04-01,99.9,99.9,93.0,100.2,100.2,93.1,0.0,0.0,0.0
2012-05-01,99.8,99.8,93.0,100.2,100.2,93.2,0.0,1.0,1.0
2012-06-01,99.7,99.7,93.1,100.2,100.2,93.3,0.0,1.0,1.0
2012-07-01,99.6,99.7,93.1,100.1,100.1,93.5,0.0,1.0,1.0
2012-08-01,99.6,99.6,93.2,100.0,100.0,93.6,0.0,1.0,1.0
2012-09-01,99.6,99.7,93.4,99.9,100.0,93.8,0.0,1.0,1.0
2012-10-01,99.7,99.7,93.6,99.9,99.9,93.9,0.0,1.0,1.0
2012-11-01,99.8,99.8,93.9,99.8,99.9,94.1,0.0,1.0,1.0
2012-12-01,99.9,99.9,94.1,99.8,99.9,94.2,0.0,1.0,1.0
2013-01-01,100.0,100.0,94.4,99.8,99.9,94.4,0.0,1.0,1.0
2013-02-01,100.2,100.2,94.7,99.8,99.9,94.5,0.0,1.0,1.0
2013-03-01,100.3,100.3,95.0,99.8,99.9,94.7,0.0,1.0,1.0
2013-04-01,100.4,100.4,95.3,99.8,99.9,94.8,0.0,1.0,1.0
2013-05-01,100.5,100.5,95.5,99.8,99.9,95.0,0.0,1.0,1.0
2013-06-01,100.6,100.6,95.8,99.8,99.9,95.2,0.0,1.0,1.0
2013-07-01,100.7,100.6,96.0,99.9,99.9,95.3,0.0,1.0,1.0
2013-08-01,100.7,100.6,96.2,99.9,99.9,95.5,0.0,1.0,1.0
2013-09-01,100.7,100.6,96.4,99.9,99.9,95.7,0.0,1.0,1.0
2013-10-01,100.7,100.6,96.5,99.9,99.9,95.8,0.0,1.0,1.0
2013-11-01,100.7,100.6,96.7,99.8,99.9,96.0,0.0,1.0,1.0
2013-12-01,100.7,100.6,96.9,99.7,99.8,96.2,0.0,1.0,1.0
2014-01-01,100.7,100.6,97.0,99.7,99.7,96.4,0.0,1.0,1.0
2014-02-01,100.7,100.6,97.2,99.6,99.7,96.5,0.0,1.0,1.0
2014-03-01,100.8,100.7,97.4,99.7,99.8,96.7,0.0,0.0,0.0
2014-04-01,100.8,100.7,97.7,99.8,99.8,96.9,0.0,0.0,0.0
2014-05-01,100.9,100.8,97.9,99.9,100.0,97.1,0.0,0.0,0.0
2014-06-01,100.9,100.8,98.1,100.1,100.1,97.2,0.0,0.0,0.0
2014-07-01,100.9,100.8,98.3,100.2,100.2,97.4,0.0,0.0,0.0
2014-08-01,100.9,100.8,98.5,100.3,100.3,97.6,0.0,0.0,0.0
2014-09-01,100.9,100.8,98.7,100.4,100.4,97.8,0.0,0.0,0.0
2014-10-01,100.9,100.8,98.8,100.5,100.5,98.0,0.0,0.0,0.0
2014-11-01,100.9,100.8,99.0,100.5,100.5,98.2,0.0,0.0,0.0
2014-12-01,100.8,100.7,99.1,100.6,100.5,98.3,0.0,0.0,0.0
2015-01-01,100.7,100.6,99.2,100.6,100.6,98.5,0.0,0.0,0.0
2015-02-01,100.6,100.5,99.3,100.6,100.6,98.7,0.0,0.0,0.0
2015-03-01,100.5,100.4,99.4,100.7,100.6,98.9,0.0,0.0,0.0
2015-04-01,100.4,100.3,99.4,100.6,100.6,99.1,0.0,1.0,1.0
2015-05-01,100.3,100.2,99.5,100.6,100.6,99.3,0.0,1.0,1.0
2015-06-01,100.1,100.1,99.6,100.6,100.5,99.5,0.0,1.0,1.0
2015-07-01,100.0,100.0,99.6,100.5,100.5,99.6,0.0,1.0,1.0
2015-08-01,99.8,99.8,99.6,100.4,100.4,99.8,0.0,1.0,1.0
2015-09-01,99.6,99.7,99.6,100.3,100.3,100.0,0.0,1.0,1.0
2015-10-01,99.5,99.5,99.7,100.2,100.2,100.2,0.0,1.0,1.0
2015-11-01,99.3,99.4,99.7,100.1,100.1,100.4,0.0,1.0,1.0
2015-12-01,99.2,99.3,99.8,100.0,100.1,100.6,0.0,1.0,1.0
2016-01-01,99.1,99.2,99.9,100.0,100.0,100.8,0.0,1.0,1.0
2016-02-01,99.1,99.2,100.0,99.9,100.0,101.0,0.0,1.0,1.0
2016-03-01,99.0,99.1,100.2,99.9,99.9,101.2,0.0,1.0,1.0
2016-04-01,99.0,99.1,100.4,99.9,99.9,101.4,0.0,1.0,1.0
2016-05-01,99.0,99.2,100.6,99.8,99.9,101.6,0.0,1.0,1.0
2016-06-01,99.1,99.2,100.8,99.8,99.9,101.8,0.0,1.0,1.0
2016-07-01,99.1,99.2,101.0,99.8,99.8,102.0,0.0,1.0,1.0
2016-08-01,99.1,99.2,101.2,99.7,99.8,102.2,0.0,1.0,1.0
2016-09-01,99.2,99.3,101.5,99.7,99.8,102.4,0.0,1.0,1.0
2016-10-01,99.3,99.4,101.8,99.7,99.8,102.5,0.0,1.0,1.0
2016-11-01,99.4,99.5,102.2,99.7,99.7,102.7,0.0,1.0,1.0
2016-12-01,99.6,99.6,102.5,99.6,99.7,102.9,0.0,1.0,1.0
2017-01-01,99.7,99.7,102.8,99.6,99.7,103.1,0.0,1.0,1.0
2017-02-01,99.8,99.8,103.1,99.6,99.7,103.3,0.0,1.0,1.0
2017-03-01,99.8,99.8,103.3,99.5,99.6,103.5,0.0,1.0,1.0
2017-04-01,99.8,99.9,103.6,99.5,99.6,103.7,0.0,0.0,0.0
2017-05-01,99.9,99.9,103.8,99.6,99.7,103.9,0.0,0.0,0.0
2017-06-01,99.9,99.9,104.0,99.6,99.7,104.1,0.0,0.0,0.0
2017-07-01,99.9,99.9,104.3,99.7,99.8,104.3,0.0,0.0,0.0
2017-08-01,100.0,100.0,104.5,99.8,99.8,104.5,0.0,0.0,0.0
2017-09-01,100.1,100.1,104.8,99.9,99.9,104.7,0.0,0.0,0.0
2017-10-01,100.2,100.2,105.2,100.0,100.0,104.9,0.0,0.0,0.0
2017-11-01,100.3,100.3,105.5,100.1,100.1,105.1,0.0,0.0,0.0
2017-12-01,100.4,100.4,105.8,100.2,100.2,105.3,0.0,0.0,0.0
2018-01-01,100.5,100.5,106.1,100.3,100.3,105.5,0.0,0.0,0.0
2018-02-01,100.6,100.6,106.4,100.3,100.3,105.7,0.0,0.0,0.0
2018-03-01,100.7,100.6,106.6,100.4,100.4,105.9,0.0,0.0,0.0
2018-04-01,100.7,100.6,106.9,100.4,100.4,106.1,0.0,0.0,0.0
2018-05-01,100.7,100.6,107.1,100.5,100.4,106.3,0.0,0.0,0.0
2018-06-01,100.7,100.6,107.2,100.5,100.4,106.5,0.0,0.0,0.0
2018-07-01,100.6,100.6,107.4,100.5,100.5,106.7,0.0,0.0,0.0
2018-08-01,100.5,100.5,107.5,100.5,100.4,106.9,0.0,0.0,0.0
2018-09-01,100.4,100.4,107.5,100.4,100.4,107.1,0.0,0.0,0.0
2018-10-01,100.3,100.2,107.5,100.4,100.4,107.3,0.0,0.0,0.0
2018-11-01,100.1,100.1,107.5,100.3,100.3,107.5,0.0,0.0,0.0
2018-12-01,99.9,99.9,107.6,100.3,100.3,107.6,0.0,0.0,0.0
2019-01-01,99.8,99.8,107.6,100.3,100.3,107.8,0.0,0.0,0.0
2019-02-01,99.7,99.7,107.7,100.3,100.3,108.0,0.0,0.0,0.0
2019-03-01,99.6,99.7,107.8,100.3,100.3,108.2,0.0,0.0,0.0
2019-04-01,99.5,99.6,107.9,100.4,100.4,108.4,0.0,0.0,0.0
2019-05-01,99.5,99.5,108.0,100.5,100.4,108.6,0.0,0.0,0.0
2019-06-01,99.4,99.4,108.1,100.5,100.5,108.8,0.0,0.0,0.0
2019-07-01,99.3,99.4,108.2,100.6,100.6,109.0,0.0,0.0,0.0
2019-08-01,99.2,99.3,108.3,100.7,100.6,109.1,0.0,0.0,0.0
2019-09-01,99.2,99.3,108.5,100.7,100.7,109.3,0.0,0.0,0.0
2019-10-01,99.2,99.3,108.6,100.8,100.7,109.5,0.0,0.0,0.0
2019-11-01,99.2,99.3,108.9,100.8,100.7,109.7,0.0,0.0,0.0
2019-12-01,99.2,99.3,109.0,100.8,100.7,109.9,0.0,0.0,0.0
2020-01-01,99.2,99.3,109.1,100.8,100.8,110.1,0.0,0.0,0.0
2020-02-01,99.0,99.2,109.2,100.8,100.7,110.2,0.0,1.0,1.0
2020-03-01,97.2,97.6,107.4,95.4,96.1,110.4,1.0,1.0,2.0
2020-04-01,92.6,93.4,102.4,91.9,93.2,110.6,1.0,1.0,2.0
2020-05-01,94.1,94.8,104.3,90.2,91.7,110.8,0.0,1.0,1.0
2020-06-01,96.0,96.5,106.6,92.4,93.6,111.0,0.0,0.0,0.0
2020-07-01,97.6,97.9,108.5,94.6,95.5,111.1,0.0,0.0,0.0
2020-08-01,98.3,98.5,109.4,96.8,97.3,111.3,0.0,0.0,0.0
2020-09-01,98.6,98.8,109.9,97.0,97.5,111.5,0.0,0.0,0.0
2020-10-01,99.0,99.1,110.5,97.1,97.6,111.7,0.0,0.0,0.0
2020-11-01,99.4,99.4,111.1,97.3,97.7,111.8,0.0,0.0,0.0
2020-12-01,99.8,99.8,111.8,97.7,98.1,112.0,0.0,0.0,0.0
2021-01-01,100.2,100.2,112.4,98.2,98.5,112.2,0.0,0.0,0.0
2021-02-01,100.6,100.5,113.0,98.6,98.9,112.4,0.0,0.0,0.0
2021-03-01,100.9,100.8,113.6,98.9,99.1,112.5,0.0,0.0,0.0
2021-04-01,101.2,101.1,114.1,99.1,99.3,112.7,0.0,0.0,0.0
2021-05-01,101.3,101.1,114.3,99.3,99.5,112.9,0.0,0.0,0.0
2021-06-01,101.3,101.2,114.5,99.5,99.7,113.1,0.0,0.0,0.0
2021-07-01,101.3,101.1,114.7,99.8,99.8,113.2,0.0,0.0,0.0
2021-08-01,101.2,101.1,114.8,100.0,100.0,113.4,0.0,0.0,0.0
2021-09-01,101.1,101.0,114.9,100.2,100.2,113.6,0.0,0.0,0.0
2021-10-01,101.1,101.0,115.0,100.4,100.3,113.8,0.0,0.0,0.0
2021-11-01,101.0,100.9,115.1,100.4,100.4,114.0,0.0,0.0,0.0
2021-12-01,100.9,100.8,115.2,100.4,100.4,114.1,0.0,0.0,0.0
2022-01-01,100.8,100.7,115.2,100.3,100.3,114.3,0.0,0.0,0.0
2022-02-01,100.6,100.6,115.2,100.2,100.2,114.5,0.0,0.0,0.0
2022-03-01,100.4,100.4,115.2,100.0,100.0,114.7,0.0,0.0,0.0
2022-04-01,100.2,100.2,115.0,99.8,99.9,114.8,0.0,0.0,0.0
2022-05-01,99.9,99.9,114.9,99.7,99.8,115.0,0.0,0.0,0.0
2022-06-01,99.6,99.6,114.7,99.7,99.8,115.2,0.0,0.0,0.0
2022-07-01,99.3,99.4,114.6,99.7,99.8,115.4,0.0,0.0,0.0
2022-08-01,99.2,99.3,114.6,99.7,99.8,115.5,0.0,0.0,0.0
2022-09-01,99.0,99.1,114.6,99.8,99.9,115.7,0.0,0.0,0.0
2022-10-01,98.9,99.0,114.6,99.8,99.9,115.9,0.0,0.0,0.0
2022-11-01,98.8,98.9,114.7,99.9,99.9,116.1,0.0,0.0,0.0
2022-12-01,98.7,98.9,114.8,99.9,99.9,116.3,0.0,0.0,0.0
